Date,Season,Actual,Predicted,HomeProb,DrawProb,AwayProb,HomeOdds,DrawOdds,AwayOdds,Bet_Outcome,Bet_Odds,Won,PnL
2006-11-04,2006,H,H,0.5,0.27,0.23,2.6,3.0,2.8,H,2.6,True,160.0
2006-11-04,2006,A,H,0.74,0.15,0.11,1.72,3.4,5.0,H,1.72,False,-100.0
2006-11-04,2006,H,H,0.64,0.23,0.13,1.3,5.0,9.0,H,1.3,True,30.000000000000004
2006-11-04,2006,H,H,0.75,0.19,0.06,1.33,4.5,9.5,H,1.33,True,33.00000000000001
2006-11-04,2006,H,A,0.3,0.31,0.39,2.3,3.1,3.1,A,3.1,False,-100.0
2006-11-04,2006,A,H,0.4,0.36,0.24,1.9,3.25,4.0,H,1.9,False,-100.0
2006-11-04,2006,H,H,0.39,0.37,0.24,2.8,3.1,2.5,H,2.8,True,179.99999999999997
2006-11-05,2006,H,A,0.14,0.38,0.48,5.0,3.4,1.72,A,1.72,False,-100.0
2006-11-05,2006,H,A,0.1,0.2,0.7,5.5,3.6,1.61,A,1.61,False,-100.0
2006-11-05,2006,H,H,0.56,0.15,0.29,2.0,3.2,3.75,H,2.0,True,100.0
2006-11-11,2006,H,H,0.43,0.27,0.3,1.9,3.25,4.0,H,1.9,True,89.99999999999999
2006-11-11,2006,D,A,0.37,0.25,0.38,2.9,3.2,2.37,A,2.37,False,-100.0
2006-11-11,2006,D,H,0.76,0.13,0.11,1.83,3.3,4.33,H,1.83,False,-100.0
2006-11-11,2006,H,A,0.33,0.33,0.34,2.2,3.2,3.25,A,3.25,False,-100.0
2006-11-11,2006,A,H,0.59,0.3,0.11,2.0,3.2,3.75,H,2.0,False,-100.0
2006-11-11,2006,H,H,0.58,0.37,0.05,1.12,7.0,23.0,H,1.12,True,12.00000000000001
2006-11-11,2006,A,A,0.14,0.23,0.63,5.5,3.6,1.61,A,1.61,True,61.00000000000001
2006-11-11,2006,D,H,0.45,0.35,0.2,2.1,3.2,3.5,H,2.1,False,-100.0
2006-11-12,2006,H,H,0.52,0.28,0.2,2.0,3.2,3.75,H,2.0,True,100.0
2006-11-12,2006,H,D,0.35,0.42,0.23,3.1,3.2,2.25,D,3.2,False,-100.0
2006-11-18,2006,D,H,0.55,0.34,0.11,1.25,5.0,13.0,H,1.25,False,-100.0
